peak_id	chr	start	end	gene	region	AL1-CD4	AL10-CD4	AL11-CD4	AL12-CD4	AL14-CD4	AL15-CD4	AL16-CD4	AL17-CD4	AL19-CD4	AL2-CD4	AL20-CD4	AL21-CD4	AL23-CD4	AL24-CD4	AL25-CD4	AL26-CD4	AL27-CD4	AL28-CD4	AL29-CD4	AL3-CD4	AL31-CD4	AL33-CD4	AL35-CD4	AL36-CD4	AL37-CD4	AL38-CD4	AL39-CD4	AL4-CD4	AL41-CD4	AL43-CD4	AL44-CD4	AL45-CD4	AL48-CD4	AL49-CD4	AL5-CD4	AL50-CD4	AL51-CD4	AL52-CD4	AL53-CD4	AL54-CD4	AL55-CD4	AL56-CD4	AL58-CD4	AL6-CD4	AL60-CD4	AL61-CD4	AL62-CD4	AL7-CD4	AL8-CD4	AL9-CD4	AS1-CD4	AS10-CD4	AS11-CD4	AS12-CD4	AS13-CD4	AS14-CD4	AS15-CD4	AS17-CD4	AS18-CD4	AS19-CD4	AS2-CD4	AS21-CD4	AS22-CD4	AS25-CD4	AS26-CD4	AS27-CD4	AS29-CD4	AS3-CD4	AS30-CD4	AS31-CD4	AS32-CD4	AS33-CD4	AS35-CD4	AS36-CD4	AS37-CD4	AS38-CD4	AS39-CD4	AS4-CD4	AS41-CD4	AS42-CD4	AS43-CD4	AS45-CD4	AS46-CD4	AS5-CD4	AS7-CD4	AS8-CD4
peak_32	1	856338	856754	LOC100130417	upstream	60.99	49.12	67.9	86.88	74.5	81.94	58.58	75.22	83.62	86.01	41.74	87.18	78.04	119.61	79.73	82.24	88.69	54.84	71.88	81.38	73.87	54.87	70.78	97.48	66.56	82.34	68.36	99.52	90.67	78.64	65.9	98.38	62.28	56.85	113.37	84.66	78.91	72.96	114.53	87.91	69.17	40.52	94.57	100.47	99.71	79.05	63.94	102.04	89.82	78.98	101.95	90.22	68.08	74.93	68.16	113.85	54.71	118.74	80.38	77.45	88.84	117.65	78.3	145.26	82.57	47.35	98.51	56.26	57.07	94.68	103.93	67.3	67.17	90.5	62.45	49.11	65.28	80.47	80.74	28.76	72.17	44.85	46.12	86.71	45.38	47.27
peak_33	1	858571	859578	SAMD11	upstream	224.26	176.59	166.88	208.95	84.5	170.44	224.57	189.09	161.88	183.37	59.89	186.18	190.09	266.34	188.1	142.51	184.7	155.29	155.31	138.99	198.16	192.04	230.55	219.53	188.06	64.58	132.45	150.75	86.31	144.58	122.5	165.28	195.29	139.16	153.53	207.53	192.42	202.76	140.53	210.39	136.14	156.59	131.93	214.79	263.29	141.7	126.69	140.82	227.38	157.96	227.23	143.2	129.55	161.7	155.54	239.69	189.48	253.57	172.92	170.27	245.8	218.91	177.85	283.11	204.15	160.55	221.86	151.58	176.03	212.78	184.76	145.83	188.38	220.48	165.7	156.24	183.29	128.58	240.37	128.28	121.41	132.25	152.28	141.07	108.22	160.73
peak_34	1	860118	860720	SAMD11	upstream	75.07	31.58	40.28	30.79	36.69	37.69	33.48	41.79	19.3	63.29	22.68	51.72	44.69	47.47	51.86	34.03	45.72	23.35	51.34	27.37	26.07	38.99	49.89	57.34	68.88	35.52	35.04	61.09	20.92	56.4	31.01	47.22	40.87	47.97	36.6	74.17	60.91	49.92	63.24	59.36	46.36	35.04	45.53	38.11	56.09	34.31	16.58	37.76	42.89	24.68	35.42	12.89	25.53	25.64	23.59	81.5	37.36	61.85	48.12	35.21	59.23	46.17	69.35	69.39	75.42	36.99	34.77	28.91	37.78	57.59	73.13	52.35	40.15	48.54	44.96	41.96	25.11	47.23	46.4	41.2	44.15	34.5	20.88	27.18	10.47	41.37
peak_35	1	860786	861171	SAMD11(NM_152486:c.-201_-151delins0)	UTR5	51.61	17.54	46.04	28.59	24.46	27.86	5.58	50.15	16.08	25.96	15.43	31.03	33.35	33.91	34.06	27.65	41.15	24.98	24.39	19.44	17.38	34.65	29.66	45.87	38.7	1.61	22.22	33.5	13.08	27.8	19.38	34.11	35.04	34.35	48.2	29.22	39.45	47.62	36.54	23.29	18.4	24.09	12.84	33.49	54.53	22.37	14.21	18.37	53.41	20.57	26.78	14.32	21.75	27.61	21.85	26.37	16.01	61.85	27.5	32.01	35.54	38.72	32.44	42.56	49.41	22.2	33.94	9.38	31.35	40.99	37.85	36.14	22.39	29.62	29.98	23.21	35.15	41.11	28.77	27.99	36.51	24.15	10.44	20.71	36.07	52
peak_36	1	867821	868091	SAMD11	intronic	2.81	15.2	1.15	9.9	5.56	1.64	1.39	5.22	2.14	8.93	9.98	15.51	4.67	3.7	9.29	2.13	10.97	2.17	5.78	2.88	4.35	5.78	11.46	12.29	6.19	12.92	0.85	4.93	8.72	3.18	6.98	6.56	1.95	3.55	14.28	11.99	6.23	0.77	4.22	3.01	1.47	16.43	1.17	1.15	3.12	10.44	2.37	7.14	0.81	6.58	0.86	22.91	0.95	8.87	0.87	14.38	9.34	8.04	4.23	4.48	6.91	7.45	14.54	0.93	3.9	2.22	0.83	0.78	0.8	2.93	10.91	4.36	0.77	3.29	9.99	4.46	5.86	8.75	7.42	9.33	5.09	3.45	0.87	1.29	1.16	1.18
peak_37	1	873541	873789	SAMD11	intronic	37.53	46.78	47.19	32.99	41.14	29.5	39.06	52.24	52.53	34.89	72.59	21.42	18.68	36.99	38.7	37.58	19.2	30.41	52.63	36.01	31.29	36.1	22.92	34.4	17.8	30.68	9.4	44.34	40.1	21.45	15.51	41.98	31.79	34.35	43.74	29.22	26.99	26.11	39.35	33.81	27.23	16.43	38.53	42.73	21.81	16.41	40.26	51.02	54.21	29.62	22.46	32.94	32.15	34.51	12.23	43.14	48.04	35.87	46.01	21.76	39.49	46.91	38.03	25.91	45.51	19.98	34.77	11.72	28.94	56.61	28.87	26.17	33.97	17.28	29.14	21.43	6.7	52.48	37.12	23.32	19.53	34.5	25.24	34.94	27.93	24.82
peak_38	1	875466	876561	SAMD11	exonic	122.92	94.73	110.49	122.07	76.72	150.77	143.67	112.83	131.86	191.48	76.22	186.91	165.41	176.33	162.55	107.06	171.9	110.22	152.75	104.42	187.73	192.04	153.03	178.57	212.05	74.27	104.25	129.08	68.87	147.75	139.56	167.9	150.52	172.91	151.75	169.32	199.34	104.45	140.53	196.11	103.76	132.5	112.08	100.47	182.28	146.17	94.72	111.23	120.57	96.26	130.46	130.31	137.11	102.54	111.85	129.43	142.78	221.41	158.12	161.95	231.98	137.75	250.55	175.79	180.75	163.5	156.46	139.86	155.94	226.45	211.71	123.39	125.07	208.97	122.4	139.28	137.26	132.95	144.78	115.06	130.75	108.1	149.67	91.89	115.2	100.46
peak_39	1	876562	878266	SAMD11	exonic	192.36	166.07	84.02	159.46	155.66	163.88	178.54	165.06	142.58	157.41	127.94	242.32	204.1	188.04	237.64	156.69	183.79	144.43	181.63	164.91	203.37	207.93	190.78	181.85	241.46	164.68	163.21	180.31	157.8	173.17	191.5	204.63	193.99	171.73	222.27	292.94	234.64	188.17	219.92	237.43	169.99	154.4	227.67	180.15	292.89	165.56	140.9	157.15	186.92	152.2	190.94	199.05	99.29	126.2	122.33	189.36	154.79	217.7	179.27	178.59	213.23	177.96	282.99	274.78	190.5	145.01	177.16	166.42	192.11	291.84	254.05	173.87	212.31	212.26	194.84	182.14	193.34	156.57	186.54	166.37	173.2	135.7	208.85	132.01	144.29	183.19
peak_40	1	890766	891194	NOC2L	intronic	41.29	33.92	36.83	62.69	52.26	27.86	90.66	44.92	6.43	22.72	7.26	30.29	28.01	35.76	35.61	46.79	46.63	30.95	73.16	95.78	34.76	17.33	33.71	51.61	16.25	24.22	46.14	16.75	12.21	34.16	19.38	35.42	57.74	23.69	64.27	56.19	45.68	56.07	37.24	15.03	36.06	25.19	33.86	38.11	21.81	19.39	30.78	57.15	60.69	42.78	47.52	61.58	68.08	61.13	69.03	55.13	14.68	16.08	42.83	5.76	22.7	64.78	19.02	12.95	41.61	29.59	38.08	27.35	37.78	43.92	23.1	54.84	47.09	32.09	69.11	25.89	33.48	110.21	20.42	23.32	70.47	50.6	29.59	1.29	51.2	41.37
peak_41	1	894044	895411	NOC2L	exonic	1734.95	1830.25	1720.63	1847.57	1457.68	1453.66	1591.52	1381.1	1507.31	1366.35	1168.73	1929.72	1992.98	1887.22	1584.51	1534.99	1772.04	1677.78	1561.46	1520.95	2378.76	1864.13	1632.08	1651.38	1351.24	699.1	1203.17	1622.83	1080.17	1197.13	1374.63	1411.43	1507.81	1481.01	1462.15	1686.49	1632.11	1457.76	1332.18	1612.45	1169.32	1349.05	1384.7	1597.09	1900.68	1281.22	1072.7	1855.17	2043.15	1770.44	1970.78	1704.11	1722.88	1546.98	1562.38	1501.67	1455.79	2043.37	1621.35	1857.6	2054.28	1959.81	1546.93	2058.56	1736.61	1704.59	1511.64	1732.19	1450.04	1718.85	1422.92	1160.37	1443.7	1366.51	1263.95	1557.97	1307.33	1590.16	1638.94	1222.12	1298.99	1006.23	1186.94	1635.92	1483.62	1437.14
peak_42	1	895812	896751	KLHL17	exonic	455.08	375.41	486.84	557.57	411.4	434.29	428.22	364.6	406.31	424.35	250.44	615.41	701.68	607.91	557.33	377.9	512.96	444.69	492.89	334.15	608.38	606.46	577.73	466.91	534	251.87	417.01	345.85	314.72	428.17	407.81	292.52	469.08	409.19	340.1	472.01	481.05	391.7	322.51	453.83	331.88	445.67	561.59	482.71	504.77	366.92	233.25	407.16	483.88	492.79	651.46	388.08	429.3	425.94	387.97	335.57	370.95	768.74	538.86	594.66	519.25	658.23	454.12	762.36	503.23	510.49	610.95	445.35	428.42	641.27	427.9	368.3	369.8	469.76	388.01	466.05	292.94	390.98	399.06	335.85	318.38	271.39	274.98	401.22	381.67	451.47
peak_43	1	901455	902734	PLEKHN1	exonic	763.79	679.47	729.69	849	750.52	647.35	645.81	792.93	665.75	627.19	522.66	842.96	799.06	889.05	738.46	667.17	828.41	695	677.08	651.73	1141.15	795.61	742.22	808.49	797.12	466.6	552.02	725.2	420.21	603.73	660.57	619.14	770.12	733.7	889.97	890.07	750.99	767.28	748.3	767.15	607.84	736.94	894.33	811.82	940.99	599.59	464.13	909.22	998.52	642.53	770.69	751.81	782.95	762.15	747.99	577.66	775.26	925.82	714.96	770.05	890.42	883.11	703.56	1023.27	807.51	716.17	727.67	777.41	754.76	733.02	793.58	669.92	833.02	738.79	709.41	741.93	707.23	718.98	776.78	688.8	668.17	649.74	559.53	577.23	733.08	842.66
peak_44	1	911139	912108	PERM1	exonic	168.9	235.07	279.67	388.21	223.49	203.22	280.36	276.85	123.29	226.37	80.76	397.47	250.79	291.62	306.53	214.83	379.46	273.12	256.07	215.32	358.94	337.88	266.96	208.88	160.97	77.5	191.41	210.86	124.67	226.4	205.46	240.05	293.91	188.9	174.07	300.44	314.93	252.69	250.84	155.53	174.4	251.85	266.2	202.09	338.07	231.19	85.25	301.03	321.24	258.33	299.81	249.17	208.98	227.76	202.73	228.91	221.5	375.4	304.6	169.63	349.45	381.98	232.66	392.28	243.81	139.09	242.56	232.05	260.43	311.36	239.93	197.55	177.57	205.68	231.47	234.81	214.26	279.9	252.43	195.13	281.87	225.4	218.42	225.2	179.2	275.37
peak_45	1	919108	919997	PERM1	upstream	127.61	119.29	58.7	131.97	72.27	54.08	76.72	51.19	66.47	103.86	64.43	138.89	157.41	124.54	143.2	88.63	111.55	110.22	111.03	115.22	167.74	76.53	109.88	118.77	100.61	43.59	94	110.36	42.72	73.08	75.21	106.25	129.76	92.97	99.08	91.4	76.14	87.56	94.85	63.87	70.64	82.13	106.25	73.91	70.11	80.54	72.22	105.11	128.66	119.29	105.41	81.63	101.18	85.78	76.02	88.69	77.39	151.52	139.08	148.51	87.86	163.81	156.59	107.32	118.33	96.92	105.14	85.95	77.16	98.58	98.15	69.17	108.86	97.9	91.59	78.57	97.92	108.46	96.52	83.96	96.79	69	53.08	78.95	100.07	98.09
peak_46	1	926694	927019	PERM1(dist=9197),HES4(dist=7323)	intergenic	9.38	15.2	3.45	5.5	14.45	1.64	6.97	6.27	7.5	15.42	0.91	14.78	8	18.5	7.74	12.76	19.2	16.29	16.04	12.24	9.56	5.78	6.74	7.37	31.73	9.69	6.84	15.77	2.62	6.36	3.1	10.49	12.33	11.25	19.64	7.49	2.08	0.77	11.94	6.01	12.51	12.05	10.51	11.55	6.23	2.98	1.18	9.18	15.37	4.11	11.23	7.16	2.84	2.96	13.11	3.6	4	14.84	12.16	26.24	14.81	12.66	4.47	4.63	9.75	5.92	4.14	2.34	10.45	8.78	16.68	6.23	8.49	7.4	7.49	15.18	3.35	7.87	5.57	13.22	16.98	3.45	9.57	2.59	3.49	11.82
peak_47	1	934274	936409	HES4	exonic	827.6	661.93	420.09	945.78	557.05	401.52	319.42	1151.26	417.03	929.83	406.51	807.5	797.06	894.6	845.28	1444.24	719.61	534.28	808.65	963.56	396.32	322	662.67	1015.73	920.17	369.73	621.24	1038.53	469.91	606.91	510.93	594.22	535.26	402.08	916.75	797.17	741.3	691.24	616.91	508.68	913.97	598.97	357.27	592.41	657.45	284.88	388.35	711.25	887.66	709.99	796.61	704.56	761.21	588.62	933.24	1084.61	767.26	662.36	1350.06	651.63	527.14	673.87	619.67	743.86	669.68	587.43	541.41	451.6	398.68	663.72	1110.5	970.3	1093.97	498.56	555.37	333.02	725.64	1028.62	585.6	729.23	983.16	551.99	874.54	396.04	619.05	830.85
peak_48	1	937118	937495	HES4	upstream	168.9	134.49	135.81	152.86	160.11	157.33	115.77	180.73	152.23	150.92	177.85	258.58	232.78	263.26	235.32	270.13	247.79	166.69	179.06	227.57	199.9	187.71	231.23	185.94	201.99	117.86	155.52	232.54	151.7	169.2	151.96	125.93	206.97	148.63	200.84	203.79	177.89	151.31	146.15	132.24	164.1	135.78	242.85	140.89	129.31	53.7	113.66	233.68	201.48	177.7	209.09	143.2	104.02	153.81	187.87	188.16	121.43	240.58	259.65	229.16	156.96	242	183.44	222.05	230.81	176.08	138.25	139.86	126.2	143.48	191.18	183.84	198.41	160.43	124.06	112.5	197.52	181.06	160.55	193.58	187.63	106.95	114.87	147.54	102.4	118.19
peak_49	1	940374	940897	HES4(dist=4822),ISG15(dist=7950)	intergenic	57.24	67.83	46.04	67.08	46.7	44.25	34.87	58.5	40.74	40.57	30.85	51.72	59.36	56.1	43.35	89.33	50.29	52.67	45.57	38.89	40.85	36.1	53.93	86.83	74.3	53.28	58.11	66.02	31.39	30.98	23.26	40.66	40.87	50.93	68.73	74.92	52.6	62.98	36.54	50.34	40.47	43.8	68.88	75.06	66.99	22.37	47.36	41.84	68.78	47.72	39.74	64.44	60.52	44.37	72.53	75.5	41.37	48.24	64.52	61.45	45.41	54.36	60.4	43.48	65.67	31.07	55.47	32.03	44.21	37.09	63.51	60.45	71.8	39.49	74.94	30.36	58.59	56.85	48.26	52.87	78.11	40.25	73.97	23.3	40.73	73.28
peak_50	1	944587	944858	HES4(dist=9035),ISG15(dist=3989)	intergenic	43.16	28.07	11.51	112.17	43.36	40.97	2.79	112.83	22.51	50.31	52.63	48.02	26.68	51.17	54.18	126.2	39.32	46.15	50.06	72.01	27.81	13	17.53	66.35	51.08	22.6	47.85	77.84	27.03	22.24	27.14	19.68	46.06	32.57	75.87	25.47	33.92	54.53	42.86	21.79	77.27	70.08	14.01	81.99	3.12	8.95	40.26	53.06	44.5	60.06	63.94	40.1	80.38	46.34	87.38	87.49	46.7	16.7	75.09	44.81	12.83	38.72	5.59	14.8	28.61	28.85	13.25	21.88	30.54	26.35	78.27	68.55	77.2	21.39	41.63	11.61	39.34	84.84	28.77	52.87	75.56	40.25	46.12	11.65	24.44	100.46
peak_51	1	948245	950010	ISG15	exonic	2603.83	3245.33	3093.69	4201.03	2632.93	2684.43	3213.72	2785.18	2470.02	2478.75	1685.95	3600.87	3225.59	3095.02	2599.31	2756.61	3256.97	2616.58	2366.91	2045.22	2974.11	3354.28	2601.48	2769.5	2919.95	1288.41	2186.73	2677.13	1674.75	2691.35	2362.38	2407.03	2318.81	2250.83	2668.11	2887.48	2738.88	2154.38	2236.46	2910.08	2549.83	2729.85	2316.4	2805	4377.8	2201.5	1952.41	2783.78	3726.23	2844.06	3477.6	2710.83	2981.47	2317.03	2721.07	2309.44	2947.61	3460.86	2816.47	3393.23	3484.67	3087.89	2869.04	3536.1	2453.74	2556.89	2906.55	2403.34	2432.28	2846.2	3105.67	2017.87	2279.04	2555.31	2261.45	2628.46	2153.49	2615.27	2670.93	2308.96	2305.92	1726.11	2341.69	2043.61	2700.77	3174.47
peak_52	1	954526	956356	AGRN	exonic	2138.43	2190.45	2149.93	2776.86	1855.73	1971.53	1751.92	2658.77	1910.41	1657.64	1874.69	2257.75	3012.82	2767.02	2578.41	2081.64	1886.34	1853.71	1955.52	2169.08	2248.4	1625.88	1986.67	2089.61	2077.94	1080.13	1740.66	2194.32	1145.56	1378.25	1447.51	1672.46	1770.57	1501.15	2112.89	1837.08	1965.04	1886.33	1437.57	1423.86	1616	1874.65	1741.97	1962	1802.53	1008.27	1332	1967.42	2442.08	2354.56	2160	2092.19	2914.33	2033.07	2481.64	2400.52	2097.62	1852.27	2032.76	2490.03	1819.33	2365.62	1605.1	2164.96	2142.31	1905.83	1615.12	1999.4	1438.79	1825.24	2042.01	1597.84	1844.39	1409.29	1661.95	1420.48	1779.37	2256.66	1973.97	1822.29	1714.16	1269.57	1593.32	1845.59	2077.07	2031.61
peak_53	1	961984	962318	AGRN	intronic	19.7	26.9	5.75	20.9	2.22	4.92	20.92	7.31	13.94	11.36	15.43	28.81	16.01	16.03	6.19	12.76	21.94	16.83	11.55	13.68	7.82	15.88	10.11	16.38	26.31	41.98	8.55	2.96	16.56	18.27	12.4	9.18	12.33	15.99	9.82	17.23	17.3	10.75	9.84	12.02	9.57	18.62	10.51	30.02	15.58	11.93	22.5	1.02	21.85	2.47	12.96	11.46	11.35	16.76	9.61	20.37	6.67	14.22	5.29	16	7.9	17.13	23.49	21.28	21.46	14.06	14.07	9.38	35.37	13.66	14.76	4.36	19.3	23.86	15.82	15.18	16.74	11.37	12.99	19.44	15.28	10.35	6.96	9.06	13.96	5.91
peak_54	1	962496	962871	AGRN	intronic	7.51	1.17	5.75	15.4	8.9	18.03	15.34	26.12	9.65	5.68	8.17	22.9	18.68	16.03	13.16	13.47	20.12	13.03	19.9	5.04	8.69	11.55	17.53	18.02	15.48	35.52	17.09	14.78	16.56	7.94	12.4	40.66	6.49	15.4	8.03	16.48	14.54	10.75	11.24	9.02	11.77	6.57	31.52	9.24	9.35	19.39	11.84	6.12	9.71	11.52	31.1	11.46	4.73	5.92	6.99	8.39	5.34	19.17	13.75	16.64	18.76	21.59	21.25	26.83	35.11	14.8	18.21	25	16.88	18.55	23.74	12.46	11.58	23.86	12.49	12.5	29.29	8.75	16.7	10.88	13.58	16.1	10.44	19.41	8.15	4.73
peak_55	1	967869	969515	AGRN	intronic	809.77	609.3	567.41	693.94	547.05	555.57	378	587.12	434.18	460.05	294.9	685.6	757.04	726.28	786.45	579.26	742.46	575.01	545.52	444.33	601.43	648.33	626.27	684.8	576.56	248.64	553.73	730.13	341.75	502.84	388.43	527.32	452.21	434.06	715.9	661.56	592.49	447.77	491.84	444.81	443	559.55	391.13	548.53	534.37	366.92	272.32	542.88	676.47	610.44	521.86	628.66	406.61	394.39	561.86	444.63	563.1	776.78	699.62	679.16	553.8	720.04	692.37	638.38	666.42	452.78	507.47	493.79	406.72	550.5	635.76	455.55	502.59	459.07	423.81	429.45	475.39	505.56	567.04	451.69	586.67	335.79	487.31	494.4	543.41	470.38
peak_56	1	974141	974452	AGRN	intronic	106.97	64.32	122	104.48	103.4	132.75	94.85	160.88	65.4	103.04	112.52	73.88	127.4	123.92	95.21	231.14	98.75	113.48	117.45	179.32	43.46	37.54	86.29	118.77	140.08	45.21	120.49	166.52	93.28	116.77	41.87	158.72	135.6	88.23	176.74	104.89	67.14	111.37	105.39	57.1	142.76	91.98	128.43	123.56	38.95	38.78	104.19	138.78	128.66	167.83	150.34	164.68	214.65	157.75	170.39	212.13	145.45	58.75	135.38	58.25	116.48	126.58	93.96	40.71	91.67	87.3	44.7	79.69	109.32	54.66	121.89	201.91	108.86	69.93	133.22	65.18	68.63	235.29	202.32	107.29	137.54	134.55	70.49	135.9	141.96	170.19
peak_57	1	974969	975231	AGRN	intronic	102.28	42.1	39.13	51.69	46.7	54.08	72.53	90.89	28.95	59.23	28.13	45.07	38.69	69.05	52.64	85.79	50.29	48.32	60.97	61.21	37.37	38.99	68.09	72.08	62.69	25.83	66.65	79.81	48.82	58.78	48.84	112.81	72.02	75.21	84.8	75.67	57.45	80.65	78.69	43.58	89.04	49.28	39.7	65.82	40.51	26.85	76.96	31.63	38.84	69.11	69.12	65.87	49.17	45.35	71.65	98.27	62.72	45.15	68.75	48.65	54.29	73.72	50.33	57.36	68.27	45.13	38.08	36.72	55.46	47.83	67.36	115.29	88.78	55.94	56.62	41.07	47.71	91.84	77.03	70.75	50.09	47.15	38.29	51.77	57.02	87.46
peak_58	1	975403	976548	AGRN	exonic	1544.47	1749.56	1739.05	2146.7	1529.95	1855.18	1712.87	1336.18	1114.94	1321.73	490.9	1715.47	1602.12	1623.34	1932.06	1369.8	1461.16	1325.4	1295.77	938.35	1572.23	1275	1184.45	1380.24	1293.2	611.91	1306.57	1712.5	857.86	994.56	931.93	1442.91	1070.52	1032.15	1480.9	1317.12	1274.96	1235.79	1055.35	1218.73	1195.81	1390.66	1244.6	1713.72	1807.2	926.24	903.39	1768.44	2275.39	2008.2	1759.1	1668.31	1508.23	1153.58	1517.82	1245.2	1669.29	1374.2	1263.87	1669.41	1697.91	1590.48	1418.3	1455.33	1265.88	1165.99	1196.23	1329.03	942.85	1247.41	1348.51	769.01	1113.27	1013.57	1023.32	1028.53	1171.74	1472.08	1207.39	1143.6	1290.5	1010.83	1174.76	1347.31	1496.42	1558.87
peak_59	1	994136	995448	AGRN(dist=2637),RNF223(dist=11678)	intergenic	1087.51	1075.93	939.15	1409.87	887.28	734.2	952.68	1044.7	843.71	984.2	343	1325.39	1315.31	1276.23	1275.66	1072.01	1082.61	1110.38	1048.68	897.3	1347.99	903.91	1019.96	1192.66	1106.69	597.38	833.16	1056.27	753.24	717.32	792.37	815.9	968.01	877	1057.78	1216.73	982.87	977.73	777.81	896.39	869.81	900.1	839.46	1034.7	1046.93	611.53	743.55	1024.53	1110.18	1178.1	1117.15	936.54	1072.31	905.12	1097.51	829.34	1048.81	1189.28	1232.67	1397.36	1080.94	1336.57	930.62	1304.53	1206.07	950.7	769.89	899.3	886.58	968.26	1078.42	755.92	1027.58	864.66	972.52	759.79	949.11	958.64	915.99	829.52	932.22	675.04	828.42	726.07	887.84	991.58
peak_60	1	999106	999985	AGRN(dist=7607),RNF223(dist=7141)	intergenic	673.71	502.88	374.05	642.25	463.65	414.63	345.92	603.84	451.34	411.37	245	685.6	596.96	614.07	499.27	431.78	667.49	459.9	427.43	339.91	546.67	529.93	572.34	602.88	549.47	230.88	422.13	604.99	283.34	415.46	441.15	511.58	445.73	422.22	612.35	537.94	456.13	391.7	425.79	547	380.45	457.71	469.35	434.2	487.63	359.46	264.03	506.14	627.11	478.81	469.15	748.95	335.69	354.95	422.93	418.26	449.68	663.6	526.7	618.35	558.73	598.67	638.68	621.73	555.25	381.76	444.55	333.62	507.19	550.5	523.49	451.19	460.9	445.08	447.96	370.52	521.43	473.2	360.08	292.31	450.83	293.24	307.18	392.16	337.45	486.93
peak_61	1	1003829	1005534	RNF223	downstream	1587.63	1447.83	1316.66	1617.72	967.34	1188.17	1193.99	1315.28	1012.02	1195.97	487.27	1492.36	1815.56	1493.25	1591.48	1048.62	1462.07	1130.47	1089.75	874.26	1773.86	1233.13	1414.33	1397.45	1200.33	565.09	1004.06	1437.59	686.99	938.16	916.42	1341.9	1218.44	1123.34	1404.13	1401.03	1335.18	1076.8	1094.69	1202.95	837.43	1131.14	992.41	1079.74	1938.07	824.82	743.55	1224.54	1729.2	1199.49	1098.14	1545.16	947.49	1039.21	958.58	1096.59	1174.24	1760.73	1205.17	1488.9	1540.95	1413.27	1204.66	1753.25	1713.2	1208.9	1346.9	1189.95	1065.03	1382.11	1326.69	758.41	1078.53	1164.12	885.93	1010.67	1219.45	1149.32	1384.65	901.04	1215.79	877.43	949.38	1154.46	1028.64	1146.4
peak_62	1	1014735	1015978	C1orf159	downstream	422.24	328.63	269.32	313.43	301.32	399.88	260.84	308.19	255.15	371.61	253.16	428.5	312.15	347.73	400.97	254.53	405.98	310.58	269.55	279.42	371.11	498.16	416.61	390.73	306.47	232.5	372.57	333.04	122.05	336.82	263.61	432.87	280.93	300.82	355.27	368.61	429.83	311.83	364.66	309.57	170.72	402.96	346.76	317.57	423.76	396.75	185.89	286.75	319.62	254.21	382.75	325.07	270.44	396.36	262.15	292.42	324.25	423.64	272.87	354.62	479.76	295.61	464.19	483.88	489.58	286.32	442.89	316.43	335.99	417.76	405.45	299.75	299.55	395.72	390.51	368.73	343.15	239.66	246.86	293.87	326.87	292.09	324.58	327.44	230.4	312.01
peak_63	1	1026372	1026779	C1orf159	intronic	8.44	11.69	5.75	2.2	6.67	26.22	5.58	11.49	8.58	7.3	12.7	8.13	5.34	11.1	12.39	11.34	27.43	9.77	7.06	9.36	17.38	10.11	12.81	9.83	6.19	8.07	15.38	11.82	6.1	7.94	6.2	5.25	14.27	9.47	8.03	8.99	3.46	5.38	6.32	12.77	1.47	9.86	18.68	17.32	7.79	16.41	4.74	6.12	23.47	2.47	6.91	7.16	0.95	9.86	10.49	13.18	12.01	11.13	9.52	7.68	3.95	8.19	5.59	3.7	11.05	7.4	7.45	10.94	6.43	4.88	8.34	4.36	6.18	4.11	12.49	3.57	14.23	5.25	6.5	4.66	4.25	16.1	11.31	9.06	1.16	4.73
peak_64	1	1026915	1027542	C1orf159	exonic	42.22	40.93	14.96	23.09	26.69	37.69	50.21	36.56	25.73	26.78	21.78	59.84	31.35	29.59	32.51	40.41	18.29	30.41	20.54	33.85	41.72	17.33	47.19	25.39	20.9	27.45	25.64	24.63	13.08	12.71	21.71	41.98	31.14	26.65	32.14	18.73	24.23	10.75	28.81	16.53	22.81	39.42	29.19	13.86	23.37	32.81	27.23	27.55	25.08	25.5	17.28	30.07	21.75	15.78	15.73	29.96	18.68	34.01	24.33	40.33	29.61	24.57	19.02	47.18	29.26	32.55	31.46	21.1	20.9	23.43	35.28	16.2	38.6	25.5	34.97	16.96	22.6	31.49	26.91	22.55	37.36	27.6	31.33	12.94	16.29	18.91
peak_65	1	1034226	1035373	C1orf159	intronic	1402.79	1023.3	1116.4	949.08	432.52	1545.43	605.36	755.32	396.66	1174.06	124.31	1049.08	841.75	601.74	1338.36	391.37	1281.03	519.62	350.42	428.49	636.19	1900.23	1037.49	661.86	245.33	67.81	516.99	1168.6	192.67	970.73	1149.01	992.98	243.95	546.57	1083.67	610.61	564.8	460.83	1288.62	502.67	130.99	998.65	1369.52	754.08	870.89	1124.61	512.67	531.65	1136.07	517.48	151.2	1533.7	191.01	871.6	551.38	553.69	920.71	1243.09	501.85	519.77	990.12	528.67	1194.59	878.94	1780.82	628.12	1057.15	936.02	729.04	1150.78	1174.65	254.88	574.39	749.48	338.88	699.97	400.9	583.41	369.36	552.75	1009.48	978.63	666.57	662.65	454.98	1153.49
