matset	sample	group	CDH2	PCDHB10	PCDHB11	PCDHB14	PCDHB16	PCDHB3	PCDHB6	PCDHB9	cg09150559	cg09843519	cg14011486	cg15577010	cg18070959	cg19154323	cg21117330	cg25108548	cg25555787
5	204DZ	0	0.035218836	0.374399459	0.429037663	0.406012949	0.437396404	0.617048993	0.443396174	0.438037572	0.843867727	0.125779716	0.080858056	0.009803922	0.908479782	0.323316482	0.468712278	0.665471157	0.516970747
194	205BL	1	0.02735787	0.375240237	0.41907701	0.354211858	0.460196999	0.616289106	0.424748168	0.406319883	0.76184379	0.186328259	0.080248744	0.014996543	0.740921569	0.505528199	0.439862846	0.785973609	0.684229738
69	206BL	1	0.02627474	0.384029103	0.42585373	0.334448316	0.449489119	0.598415254	0.461950946	0.412759973	0.661265432	0.06857733	0.058003984	0.013258988	0.685139766	0.338255443	0.364697042	0.600549421	0.690373755
70	207BL	1	0.014239847	0.321535677	0.365083604	0.269033652	0.401630103	0.539291705	0.365687163	0.37458089	0.66487069	0.189211119	0.059663616	0.014224004	0.817467805	0.607584992	0.361088064	0.731831242	0.700987383
71	208BL	1	0.031056132	0.3834594	0.423511784	0.30325992	0.443326273	0.610037122	0.427340188	0.406808601	0.759447005	0.1903352	0.071345715	0.015232235	0.856234375	0.473224258	0.436785106	0.715707874	0.675658702
72	209BL	1	0.055560447	0.456566413	0.480940105	0.414796734	0.530411372	0.68588237	0.544295123	0.523016207	0.844615385	0.191681806	0.094142153	0.013699855	0.900179325	0.433374086	0.534247526	0.712482207	0.228400076
19	20BL	1	0.01637528	0.393865945	0.392003734	0.393349969	0.55295088	0.681937638	0.515428957	0.457673031	0.920099256	0.209274074	0.085148196	0.01607313	0.869571593	0.513871831	0.154210442	0.588200085	0.676304667
73	210BL	1	0.035076636	0.328000251	0.385168193	0.310980624	0.386103075	0.582628716	0.430128666	0.384045431	0.85181179	0.073672779	0.064714458	0.014125686	0.903956857	0.404428601	0.377444413	0.675918977	0.681874301
74	211BL	1	0.029087108	0.366444768	0.417573269	0.266839566	0.448381546	0.598226355	0.434737992	0.416683918	0.772341813	0.170735451	0.069949855	0.015048227	0.886729009	0.333005747	0.358635927	0.715555556	0.672219611
75	212BL	1	0.01271638	0.386693194	0.451055615	0.379484603	0.486918612	0.629324716	0.47418094	0.429294242	0.843808107	0.203820019	0.057415384	0.017720555	0.890061577	0.342305201	0.442059419	0.796930055	0.698248676
76	213BL	1	0.034356656	0.368317992	0.406369988	0.286913949	0.423066332	0.57618567	0.405920362	0.413119966	0.809710003	0.082281059	0.077972933	0.013411187	0.901179573	0.27399778	0.391626943	0.745930563	0.690527766
77	214BL	1	0.021178364	0.372832559	0.426072812	0.295618479	0.415470618	0.613260409	0.394522894	0.412752957	0.802041722	0.099579316	0.073144555	0.014136404	0.733443765	0.458327948	0.379525567	0.797478992	0.664524971
18	214DZ	0	0.032987225	0.384629104	0.417351203	0.309103578	0.410465909	0.599775118	0.421440271	0.418184847	0.594791268	0.146874363	0.087945259	0.015387115	0.869479341	0.511398158	0.57385403	0.628767123	0.658612539
79	216BL	1	0.028631321	0.344045976	0.377752928	0.228454023	0.432324239	0.610648334	0.398168348	0.42128255	0.832785538	0.082783452	0.063709802	0.015840733	0.864870017	0.495426107	0.429302124	0.675961538	0.512689825
80	217BL	1	0.042323911	0.333295841	0.375613065	0.281418058	0.419802527	0.577813159	0.424570149	0.368043645	0.561776666	0.18844542	0.089380815	0.016233709	0.821507127	0.534107943	0.416922274	0.709645114	0.67292734
81	218BL	1	0.028059502	0.352505479	0.414489326	0.285525168	0.469970046	0.616824507	0.467907498	0.40147554	0.893460691	0.064117212	0.073392755	0.01380102	0.902335147	0.231000969	0.438418202	0.710354317	0.40066246
82	219BL	1	0.021268325	0.431329391	0.491171581	0.341607717	0.557585664	0.698969662	0.675342236	0.497981506	0.927977839	0.17971903	0.053329261	0.013932689	0.88696519	0.516944273	0.423765738	0.805405405	0.685191239
20	21BL	1	0.025501251	0.37534456	0.41353136	0.308411357	0.451093867	0.604469944	0.539236637	0.422466323	0.891025641	0.134655331	0.067039911	0.014351641	0.827406506	0.577925829	0.353943824	0.778883123	0.411349743
83	220BL	1	0.021292806	0.332840748	0.361686253	0.294035848	0.416701929	0.553477913	0.375106267	0.373994275	0.5	0.249101153	0.083362876	0.013900595	0.800143621	0.21687821	0.388050006	0.760226535	0.337145971
84	221BL	1	0.01748667	0.415238797	0.473080749	0.338751396	0.537494613	0.635701781	0.503314015	0.463390514	0.754172305	0.085803313	0.073360913	0.016373942	0.870145498	0.496965543	0.451770218	0.722527086	0.685757241
85	222BL	1	0.0376706	0.354296572	0.410254061	0.297068325	0.453657767	0.613229089	0.453688308	0.381826251	0.865125241	0.093169813	0.060160272	0.014311686	0.849306263	0.374692801	0.386616472	0.770114943	0.353174808
86	223BL	1	0.024334579	0.401582568	0.447588495	0.303506464	0.511819791	0.647348465	0.566390264	0.457204191	0.836306401	0.095743231	0.097230427	0.014611055	0.848755336	0.634635514	0.403798758	0.682772687	0.37323237
87	224BL	1	0.035998577	0.40357323	0.448873929	0.321458283	0.457829179	0.641030495	0.446348507	0.450211209	0.53062201	0.09484185	0.087041495	0.013904311	0.873119885	0.393830242	0.371460973	0.774065154	0.691798313
110	224DZ	0	0.06096408	0.392438982	0.438037598	0.280586519	0.436330092	0.620318716	0.412345293	0.432737995	0.821350763	0.171621936	0.114395622	0.016746454	0.767900079	0.5237973	0.530248289	0.671232877	0.661737277
88	225BL	1	0.012402685	0.376710584	0.401244817	0.302366661	0.409247548	0.627243985	0.374019125	0.410063798	0.929601357	0.093525882	0.065342486	0.014737765	0.676176374	0.299586923	0.361529142	0.623428571	0.69894547
89	226BL	1	0.042301416	0.374365359	0.450818611	0.31394225	0.488826244	0.633192188	0.58998579	0.431833477	0.935386473	0.082082529	0.077305138	0.017364506	0.796210004	0.578025646	0.407715083	0.741607658	0.676919797
90	227BL	1	0.02035377	0.328548046	0.408226964	0.275282701	0.518684387	0.61542033	0.669452508	0.400853373	0.842685851	0.145486259	0.079684302	0.016302343	0.905714555	0.637655795	0.410282504	0.764516129	0.672603725
26	227DZ	0	0.051497596	0.414106677	0.460672259	0.306078526	0.485118901	0.625336232	0.435587774	0.448805582	0.469512195	0.177347596	0.0923852	0.016524021	0.827069961	0.244824736	0.452811662	0.689482412	0.462468406
91	228BL	1	0.019306371	0.32715415	0.372367872	0.231370488	0.409708369	0.554216127	0.387804928	0.369028124	0.727596741	0.081667646	0.069798553	0.016041664	0.841816879	0.317919111	0.339852486	0.754824302	0.210893307
79	228DZ	0	0.076221773	0.387302526	0.411601547	0.318691289	0.441429768	0.576336607	0.45100478	0.430178467	0.826457399	0.298124269	0.108486353	0.015369056	0.891201351	0.131977046	0.416231593	0.718333333	0.671210062
92	229BL	1	0.043960953	0.40355766	0.438171554	0.337610932	0.411126498	0.604864717	0.439327553	0.445948539	0.610290615	0.180573396	0.072798405	0.014681689	0.906204374	0.555193643	0.470318846	0.716097561	0.678063574
21	22BL	1	0.052617508	0.41812815	0.462896178	0.33602252	0.513531764	0.654706819	0.583917884	0.49741595	0.855633803	0.13580012	0.105030649	0.014804828	0.878198696	0.338326574	0.446561446	0.768690096	0.158811228
93	230BL	1	0.023281496	0.356425631	0.399059505	0.325038968	0.41664479	0.569924377	0.403498969	0.372723759	0.664072633	0.069993948	0.071917509	0.014457707	0.890393243	0.484073747	0.373323521	0.718195592	0.427945602
94	231BL	1	0.035924937	0.336853066	0.40010684	0.301577324	0.481039209	0.601061937	0.564617886	0.388926538	0.918678526	0.270858713	0.076450584	0.014688088	0.886502257	0.537025296	0.282826509	0.617920847	0.681965143
95	233BL	1	0.014186737	0.33900788	0.396948842	0.267367682	0.47516525	0.617660961	0.509327599	0.377699079	0.929359823	0.151092771	0.046289691	0.013635244	0.899845694	0.19719735	0.509832043	0.694694909	0.705438318
96	234BL	1	0.04144176	0.413946894	0.484093921	0.372954466	0.525312316	0.667033107	0.581913056	0.470427795	0.938492872	0.182747278	0.100143294	0.016457068	0.87829306	0.612458111	0.387595783	0.800967486	0.684057587
29	234DZ	0	0.079886519	0.421207978	0.455654506	0.331232169	0.483983828	0.64137504	0.440120318	0.484677066	0.620946305	0.127294885	0.11611139	0.016283661	0.767949136	0.561985719	0.388338342	0.637319511	0.6494999
97	235BL	1	0.014983961	0.342515007	0.383713445	0.263820075	0.448070939	0.568030904	0.370860086	0.38170829	0.840069535	0.075735722	0.061017815	0.014450464	0.731248492	0.463813278	0.443521581	0.695328759	0.685032964
98	236BL	1	0.039391538	0.357025015	0.430764469	0.310166895	0.473034871	0.632536876	0.645305141	0.403481692	0.923352069	0.104204164	0.079282787	0.013569038	0.884015961	0.515410321	0.457500339	0.723701299	0.688922204
170	236DZ	0	0.093407082	0.39601868	0.43920606	0.348053586	0.429239928	0.599278664	0.411657576	0.436644075	0.66448292	0.114846271	0.094737741	0.015080483	0.867536221	0.551262288	0.434106248	0.659668508	0.65201766
99	237BL	1	0.021223336	0.331320917	0.36230829	0.287957588	0.348304647	0.522047738	0.342180427	0.362751237	0.755923111	0.073332994	0.058816045	0.014154296	0.805283403	0.246969833	0.492153194	0.704166667	0.687149426
100	238BL	1	0.045626927	0.398183423	0.44046478	0.33378522	0.420302312	0.600798428	0.420629686	0.436533422	0.74567746	0.155167568	0.081644884	0.014022614	0.890833119	0.478884327	0.460992059	0.7025	0.677592286
101	239BL	1	0.022606508	0.35227703	0.385488203	0.30413654	0.422815239	0.575025582	0.400232704	0.385137564	0.834792123	0.163906961	0.091203731	0.01481449	0.882637773	0.488060935	0.395085289	0.699294651	0.658258805
22	23BL	1	0.013118736	0.319684733	0.384678661	0.284792404	0.429378102	0.591830698	0.529615416	0.37759789	0.880924171	0.079425446	0.074852931	0.014303833	0.906876456	0.413962665	0.319698792	0.807228916	0.372443922
189	23DZ	0	0.039360845	0.403919186	0.444994862	0.371815136	0.500228663	0.6186871	0.451815087	0.447014251	0.851081531	0.111342204	0.082698696	0.017396657	0.88735693	0.390001211	0.409501543	0.742857143	0.444481299
102	240BL	1	0.022810241	0.379991297	0.420759675	0.295355942	0.4653392	0.591845815	0.441866139	0.440330452	0.631711794	0.125486045	0.076638599	0.013335001	0.818129508	0.324172032	0.510598196	0.706480504	0.684973256
103	241BL	1	0.032542337	0.343452927	0.382845572	0.272021736	0.416728856	0.605014338	0.414086829	0.401251689	0.737899073	0.145711612	0.06542175	0.012048321	0.511744879	0.424972527	0.399634892	0.790508273	0.425097018
104	242BL	1	0.037383551	0.401584071	0.435550523	0.357535132	0.458117434	0.608089122	0.438436478	0.440803331	0.436689655	0.157568152	0.069921571	0.015050819	0.781868059	0.477426673	0.490883282	0.682421684	0.450064924
54	242DZ	0	0.078454982	0.418346501	0.445319254	0.341673196	0.500591116	0.614397799	0.460026529	0.445835946	0.674558304	0.172235465	0.105246892	0.017022971	0.764406988	0.612709134	0.35521377	0.687878788	0.470648676
105	243BL	1	0.011418597	0.425211707	0.458848541	0.375223566	0.459852314	0.613361378	0.481783548	0.451953558	0.889044159	0.067157397	0.044451066	0.0155105	0.774709606	0.441193035	0.381899431	0.613831479	0.382309047
106	244BL	1	0.015798328	0.398915186	0.443706867	0.37523462	0.477380311	0.607697539	0.521684815	0.416730505	0.782982045	0.098966837	0.071120393	0.030113636	0.849805486	0.614359876	0.466885674	0.757143469	0.697123541
152	245DZ	0	0.03544429	0.404119671	0.422239259	0.311080107	0.433802687	0.634288389	0.366366052	0.498080954	0.651243998	0.18531029	0.100373885	0.014181735	0.908348155	0.322732087	0.358008772	0.708262654	0.516524122
124	248DZ	0	0.048497083	0.391918481	0.431899768	0.325050177	0.465425172	0.592645241	0.419685725	0.438178396	0.731004902	0.188550365	0.086777026	0.016295539	0.807063746	0.492709559	0.407922074	0.769047619	0.676314223
144	24DZ	0	0.022192013	0.405955163	0.448050846	0.327350375	0.485843245	0.62300663	0.426251798	0.436462613	0.799070848	0.09968169	0.079477619	0.011764177	0.558541012	0.203075745	0.435432864	0.648327759	0.677474539
111	259DZ	0	0.034794202	0.408112897	0.436386077	0.380436689	0.461804018	0.617774831	0.425933106	0.458970876	0.769428388	0.10775893	0.086551115	0.014449944	0.933901146	0.553632141	0.451289798	0.661971831	0.672783628
110	25BL	1	0.0197176	0.385905208	0.437361543	0.323211821	0.466641991	0.608607138	0.451175982	0.437108731	0.784303797	0.190353837	0.081025124	0.043181818	0.876549143	0.160987809	0.385686977	0.735632184	0.688371777
191	277DZ	0	0.08488054	0.383962639	0.428271484	0.261553248	0.374759549	0.619781558	0.455408148	0.425651986	0.438921651	0.186371444	0.122865715	0.021335685	0.912904783	0.674961795	0.46497233	0.638794926	0.416921582
146	27DZ	0	0.032693194	0.382745305	0.426523544	0.337605153	0.439516826	0.616640354	0.429415862	0.420661775	0.836510501	0.192397531	0.089049214	0.014936043	0.815021804	0.468929236	0.329153124	0.783018868	0.41261844
162	288DZ	0	0.035649134	0.367611209	0.421784415	0.331118231	0.409107588	0.603231211	0.451817212	0.400824208	0.784693019	0.214343211	0.0760516	0.016886791	0.894286487	0.472295004	0.39799784	0.775806452	0.674502893
147	294DZ	0	0.077308495	0.446654118	0.496518514	0.384540192	0.517448499	0.684739371	0.533232291	0.513210697	0.907164179	0.23329471	0.122672702	0.016130619	0.818146116	0.296397847	0.519221374	0.725517809	0.627610751
25	29BL	1	0.015378163	0.321579561	0.370353815	0.275693971	0.37919513	0.565442188	0.353414776	0.357981437	0.692987457	0.086812964	0.070106368	0.014972909	0.832811209	0.598070228	0.422126565	0.79747625	0.385414166
167	2DZ	0	0.089591784	0.487308692	0.532170072	0.349757497	0.556583357	0.714033691	0.487114942	0.555618687	0.700327511	0.23579317	0.166676083	0.024095265	0.921713811	0.163817441	0.487705823	0.625142988	0.620677871
163	300DZ	0	0.045245707	0.407762329	0.454210113	0.38675339	0.437257274	0.626105725	0.474315387	0.479099082	0.848979592	0.169308086	0.079701788	0.015071372	0.769062317	0.59077361	0.491156211	0.717357911	0.670568704
26	30BL	1	0.061791343	0.378044008	0.413414339	0.323103343	0.453489568	0.590655812	0.416275835	0.468176276	0.50808884	0.194802426	0.076226577	0.013178614	0.911227355	0.517472415	0.401141035	0.694600323	0.661438639
7	314DZ	0	0.025107247	0.405775537	0.44826735	0.316979116	0.456360943	0.618167607	0.431217674	0.446703023	0.836117741	0.210638888	0.071694267	0.018297064	0.871022462	0.341035876	0.462161689	0.668825911	0.437798007
27	31BL	1	0.035031827	0.387135952	0.434858222	0.347436907	0.463323075	0.644163387	0.494269705	0.43200962	0.885881822	0.096264937	0.08127687	0.013724206	0.771824813	0.35462354	0.314235459	0.592069313	0.802762754
55	320DZ	0	0.039479169	0.388342263	0.429812287	0.289514828	0.474964389	0.627619847	0.432856986	0.450777252	0.636091127	0.241760805	0.107732998	0.015688074	0.858005238	0.566304722	0.357518956	0.757303371	0.626493699
19	321DZ	0	0.045697366	0.383593001	0.430262203	0.360014811	0.423046503	0.61521914	0.408306992	0.424215678	0.814460393	0.097637851	0.079000308	0.015078786	0.891101395	0.252526303	0.41650125	0.804395604	0.458981396
42	323DZ	0	0.041428384	0.343224958	0.38356677	0.325769475	0.411049576	0.593207901	0.409586028	0.394477149	0.616393443	0.111273589	0.083665389	0.014725578	0.904473655	0.395802213	0.345726753	0.63452381	0.688557003
127	326DZ	0	0.032901228	0.378522134	0.412979776	0.311233983	0.447415369	0.635849948	0.450119122	0.426524241	0.931705298	0.08865559	0.093727053	0.014763264	0.79012224	0.410063157	0.476509572	0.771884422	0.654182209
43	327DZ	0	0.040618191	0.401879638	0.439069518	0.301033686	0.444423504	0.613140313	0.417521322	0.457601882	0.73965627	0.1166841	0.116020282	0.015305037	0.832941338	0.421034026	0.52113562	0.711120298	0.451826679
40	329DZ	0	0.039934661	0.498573942	0.565236447	0.468686594	0.571361179	0.733459673	0.502201059	0.536280582	0.909505703	0.090530608	0.082573098	0.016044767	0.655379016	0.377955016	0.527384433	0.781333333	0.680931471
28	32BL	1	0.028497879	0.388181595	0.425227514	0.334999273	0.429839137	0.625617598	0.438101268	0.440248183	0.674974739	0.163674416	0.090102468	0.013966269	0.900358852	0.256741852	0.374490729	0.61215752	0.668999412
96	330DZ	0	0.048343937	0.418976336	0.465055708	0.346259973	0.545499587	0.659043715	0.607318089	0.455335241	0.891190007	0.202784373	0.086688254	0.014352613	0.6952281	0.460686345	0.487428477	0.797197309	0.685909373
75	335DZ	0	0.035078334	0.442490291	0.456378225	0.392099962	0.476815942	0.625886092	0.552195917	0.472635696	0.927536232	0.131376313	0.057624503	0.009381068	0.47625248	0.335239969	0.406496906	0.746902655	0.676660384
48	338DZ	0	0.043698415	0.536629825	0.626688566	0.439666851	0.621386271	0.759263777	0.708230474	0.612400764	0.874319229	0.156954162	0.110733895	0.017818296	0.67861817	0.456494034	0.445133114	0.647287961	0.678593298
86	339DZ	0	0.032892484	0.403246278	0.444054549	0.366097501	0.437734183	0.629839932	0.467544467	0.47053402	0.758610709	0.189268405	0.079768499	0.014435158	0.621845633	0.349286887	0.436266456	0.618292683	0.69079295
29	33BL	1	0.024955835	0.344482166	0.378730334	0.282129594	0.37373503	0.592654344	0.36198522	0.384585748	0.54904014	0.237609487	0.079024939	0.014212305	0.881582227	0.465417655	0.319472399	0.627322404	0.427770865
62	349DZ	0	0.024171262	0.358211056	0.403081432	0.333695484	0.435722782	0.572011874	0.405351328	0.390651591	0.319494585	0.126426927	0.081170014	0.014175118	0.785268299	0.647594584	0.39136135	0.779487179	0.349020092
30	34BL	1	0.045257024	0.397480234	0.44033087	0.347914939	0.460377454	0.631536985	0.414389313	0.447733757	0.793264733	0.184167699	0.080970176	0.013201904	0.925106967	0.256196041	0.513728806	0.759735605	0.656152456
25	350DZ	0	0.028397065	0.375443328	0.421796277	0.346431623	0.446868563	0.651961054	0.48291287	0.450358448	0.764079148	0.134723924	0.084320366	0.016410074	0.776659867	0.256831094	0.368455525	0.773333333	0.689090664
126	355DZ	0	0.083897282	0.427433372	0.478768083	0.416467737	0.530029573	0.652215425	0.480308654	0.502426067	0.777059077	0.127024354	0.138477458	0.015808504	0.874149377	0.509968141	0.36771813	0.701449275	0.622891721
114	35BL	1	0.018524307	0.311953124	0.344482385	0.229995501	0.376067616	0.567860576	0.392625731	0.354424515	0.698262725	0.086769326	0.065831885	0.012557101	0.89681172	0.59836733	0.299423901	0.715326835	0.683585986
31	36BL	1	0.026854164	0.419815	0.469322837	0.268942367	0.453945086	0.651443103	0.431805453	0.44292737	0.731608731	0.064481541	0.062909433	0.023940719	0.895493803	0.698104042	0.481584679	0.709090909	0.385977592
131	371DZ	0	0.04786924	0.383654315	0.427082654	0.295790816	0.440902947	0.616541449	0.434818978	0.437622688	0.71473851	0.225137354	0.098887026	0.013192664	0.743209613	0.378364255	0.341734205	0.590810201	0.484945202
132	372DZ	0	0.04464373	0.413246793	0.446877627	0.337435967	0.494485709	0.631739752	0.455343048	0.474489168	0.655685778	0.144099711	0.098696173	0.014754289	0.833879421	0.271078932	0.508036742	0.746096537	0.500566349
53	373DZ	0	0.028216794	0.369189562	0.431751	0.318662309	0.432593062	0.62577004	0.492993555	0.439046718	0.847868852	0.108937553	0.071892322	0.004166667	0.894002488	0.215101935	0.378034169	0.758872518	0.440657803
9	376DZ	0	0.034897591	0.425704424	0.492109766	0.331516147	0.486147075	0.635966396	0.483895941	0.439543719	0.714051618	0.096513367	0.093159359	0.01458347	0.896241296	0.375431523	0.478722819	0.741832159	0.665232278
32	37BL	1	0.028670696	0.398068703	0.451908788	0.307811475	0.478779615	0.611829528	0.472833864	0.454287608	0.84696474	0.127453224	0.077711702	0.014865775	0.688284556	0.456700072	0.437364797	0.714364659	0.687199638
35	385DZ	0	0.043954395	0.375396878	0.396542437	0.287715452	0.428769387	0.580921508	0.398277797	0.415538027	0.482112436	0.25993202	0.106351075	0.015671683	0.913183733	0.589198178	0.360802248	0.691525424	0.417028592
138	388DZ	0	0.048941939	0.39296638	0.419061729	0.341929497	0.435799678	0.588255663	0.439425104	0.422448037	0.649705244	0.109592334	0.085671421	0.015392146	0.878622293	0.381167636	0.40963645	0.771797774	0.488120795
109	38BL	1	0.02124334	0.362374529	0.422098161	0.321735718	0.461164349	0.606856912	0.402960582	0.404430332	0.326480515	0.105374846	0.063562613	0.014281061	0.851288466	0.59973195	0.297904805	0.784297829	0.408115067
161	390DZ	0	0.031409517	0.367829794	0.414747239	0.263664356	0.432495528	0.598657506	0.385651808	0.408238174	0.733217593	0.195532175	0.083449262	0.016762656	0.882430361	0.478912763	0.481839837	0.675172414	0.667184197
159	395DZ	0	0.133426627	0.429864448	0.474150614	0.325955906	0.528147238	0.658461493	0.521696586	0.498440418	0.534831461	0.144288473	0.130842512	0.015519396	0.911944168	0.230436491	0.41344343	0.68568445	0.631606514
41	398DZ	0	0.042688344	0.359556122	0.410773721	0.330565429	0.365796493	0.61027488	0.367976204	0.445390776	0.903207653	0.195880895	0.100253857	0.018221884	0.732791431	0.440895135	0.443514916	0.733944954	0.659672429
190	399DZ	0	0.064273687	0.441134402	0.474406408	0.367631079	0.536715926	0.652165815	0.448007193	0.487687966	0.880952381	0.180762067	0.10780157	0.016403463	0.763481975	0.372652742	0.305749793	0.726455548	0.657842216
115	39BL	1	0.021447407	0.314359106	0.362135282	0.290133384	0.378063099	0.543312063	0.333900065	0.373710563	0.720479705	0.064254428	0.074172492	0.013231048	0.87465481	0.286135824	0.366905059	0.666027472	0.680953214
3	3BL	1	0.033599824	0.339894779	0.372084557	0.277571682	0.409649024	0.563726416	0.437063309	0.382496138	0.697770866	0.137974929	0.071440359	0.014929638	0.828006554	0.549333355	0.384623254	0.803308778	0.675687872
149	407DZ	0	0.059405158	0.454771211	0.523948302	0.417317018	0.580505239	0.690668219	0.743673204	0.503402023	0.930584919	0.160363418	0.101685827	0.015923572	0.763762034	0.405784563	0.426002992	0.62598906	0.672741376
36	409DZ	0	0.035978847	0.325270256	0.367628448	0.268892669	0.369629507	0.549067262	0.336946926	0.368237323	0.612474849	0.256667052	0.079462956	0.022867431	0.640192664	0.171160273	0.433511562	0.785086556	0.393652953
33	40BL	1	0.030551809	0.344588993	0.392807069	0.286987695	0.453508417	0.631532643	0.430760556	0.38487975	0.803907638	0.142973172	0.071874597	0.014363794	0.877268079	0.595735956	0.454217009	0.64684356	0.686188013
3	40DZ	0	0.042920018	0.404969363	0.442086296	0.346801015	0.427105698	0.596239553	0.466983433	0.453231487	0.863443596	0.20048991	0.077457533	0.014898552	0.732412492	0.5468062	0.494772503	0.781946974	0.66193595
192	414DZ	0	0.031962929	0.377332086	0.423427674	0.309108132	0.450194404	0.601525173	0.489215006	0.41583479	0.855618777	0.147878008	0.083575114	0.014973022	0.904598759	0.567108589	0.373673677	0.754385965	0.676536415
34	41BL	1	0.019272583	0.339344982	0.405993096	0.389165557	0.471893381	0.608888134	0.537056392	0.400564008	0.870195794	0.195670111	0.061965402	0.016006834	0.857698432	0.327215042	0.394159925	0.803767065	0.70303542
81	41DZ	0	0.044356656	0.470154504	0.569915095	0.396608348	0.564304503	0.670600955	0.544092884	0.547212076	0.942369264	0.138286195	0.084414353	0.023299382	0.941288567	0.525450091	0.488514894	0.7	0.688844432
35	42BL	1	0.013063032	0.37016755	0.414375801	0.272504467	0.412719872	0.614051492	0.418455224	0.423713333	0.638049815	0.219914186	0.123668757	0.019891235	0.8638573	0.497406039	0.571818951	0.534482759	0.703542252
140	42DZ	0	0.029323402	0.360480828	0.413234948	0.304967557	0.432165637	0.578092348	0.388604766	0.420119348	0.765421373	0.143674571	0.083155033	0.015099259	0.871409445	0.365167956	0.333924597	0.738195472	0.218882279
90	430DZ	0	0.023580398	0.390945845	0.459106388	0.324355682	0.506165582	0.640764314	0.549500674	0.447124865	0.840217739	0.104778383	0.070466545	0.014494207	0.804693076	0.436773354	0.450672049	0.752	0.695319899
89	433DZ	0	0.052104595	0.41166528	0.451072542	0.361685353	0.531694924	0.659139268	0.534472376	0.461274955	0.730414747	0.116912354	0.105578341	0.014334377	0.613105236	0.220503524	0.466948642	0.710174343	0.652964601
39	436DZ	0	0.05095597	0.441030151	0.548546562	0.463876407	0.512952478	0.67883342	0.56376832	0.509168603	0.602504944	0.157130402	0.092562862	0.013188899	0.934347617	0.194708283	0.650371373	0.558923395	0.657074175
36	43BL	1	0.017035575	0.342100383	0.409371664	0.293419514	0.434623628	0.590592722	0.478450709	0.372798306	0.73253833	0.060641536	0.083751566	0.013302683	0.633543571	0.503986201	0.45944338	0.77781583	0.390767411
125	441DZ	0	0.024288319	0.399042499	0.438217526	0.324355431	0.456753572	0.633088261	0.433895966	0.457789436	0.801211771	0.190167454	0.085910027	0.012146948	0.891636043	0.394686805	0.410311988	0.772743091	0.665324717
112	44BL	1	0.038273567	0.342302913	0.369797003	0.248626001	0.388558631	0.56973425	0.365069046	0.36518644	0.707446809	0.097687609	0.068660625	0.014508977	0.892793436	0.592256035	0.305797928	0.773033708	0.662530085
10	454DZ	0	0.025421291	0.344296258	0.419312424	0.318374244	0.409278619	0.601736661	0.4381618	0.383888966	0.712471132	0.166935362	0.078762777	0.014218045	0.851854968	0.364369542	0.430259116	0.716326531	0.806609552
155	45DZ	0	0.025192094	0.347460585	0.405055395	0.245048722	0.425811958	0.620908287	0.333102041	0.402796811	0.730083964	0.20156298	0.088611507	0.016229547	0.60558217	0.364744409	0.383830168	0.734559851	0.670293525
113	46BL	1	0.031389942	0.321695108	0.351885736	0.274942378	0.387733996	0.57828116	0.36678162	0.344034046	0.729170621	0.097028589	0.079613672	0.014671713	0.861787765	0.465560019	0.369152618	0.73766031	0.391721695
108	474DZ	0	0.025678675	0.355527033	0.413324455	0.306623811	0.404258741	0.579505101	0.371565612	0.386460258	0.793393057	0.172406912	0.076967779	0.014855814	0.918022926	0.421595513	0.328203267	0.811973792	0.683662008
111	47BL	1	0.019723504	0.346995227	0.393763853	0.290344896	0.442565008	0.589329881	0.534944644	0.403163626	0.761941748	0.135542001	0.06628941	0.012521912	0.779344672	0.320186831	0.41991463	0.797246804	0.690113079
166	480DZ	0	0.051813373	0.366717689	0.41267523	0.301339869	0.417342149	0.577104968	0.438858461	0.419630093	0.585958904	0.156343694	0.086855977	0.014419294	0.820758923	0.463213358	0.336832719	0.665556897	0.652920422
58	483DZ	0	0.057981669	0.349004734	0.394860327	0.304052437	0.390417473	0.571380203	0.35802547	0.394830967	0.681087077	0.109419926	0.100868008	0.016672105	0.558330268	0.122143453	0.331864475	0.724786325	0.659168914
49	484DZ	0	0.021239285	0.380275637	0.438976989	0.275202805	0.428773383	0.597861976	0.422100445	0.437666025	0.643356643	0.166216438	0.076785171	0.014807948	0.797864013	0.356445599	0.43356733	0.668018724	0.674376625
193	488DZ	0	0.060264109	0.390859751	0.427584712	0.329930933	0.455246572	0.633868518	0.475365192	0.416712808	0.837273039	0.197336882	0.099604138	0.016331281	0.869788135	0.537715564	0.365340717	0.62	0.672813964
37	48BL	1	0.034540686	0.37444285	0.435990944	0.324520196	0.418881123	0.620080568	0.416080821	0.435871096	0.806930693	0.166583743	0.082009727	0.022287052	0.882109659	0.460133159	0.417134925	0.724140467	0.691102694
174	48DZ	0	0.023938035	0.42520084	0.4617117	0.36	0.419766706	0.48254121	0.450236669	0.455269196	0.634459485	0.165739698	0.083986083	0.015028033	0.842809484	0.309513513	0.433802509	0.704861067	0.609134606
13	498DZ	0	0.104707746	0.570026174	0.669402976	0.460437815	0.762818459	0.847065086	0.865342326	0.618369993	0.969551979	0.324240632	0.100879335	0.016712302	0.846574491	0.221837384	0.543389663	0.584423123	0.646637509
