id	(serum)2-Hydroxyhippuric acid	(serum)Gentisic acid	(serum)Glutamic acid	(serum)Gly-Val	(serum)Hypoxanthine	(serum)Indoline	(serum)Lauric acid	(serum)L-Glutamic acid	(serum)L-Histidine	(serum)Linoleic acid	(serum)L-Methionine sulfoxide	(serum)L-Pyroglutamic acid	(serum)Pantothenic acid	(serum)Uric acid	(serum)α-Linolenic Acid	(serum)(-)-Camphanic acid	(serum)16-Hydroxyhexadecanoic acid	(serum)2-Amino-1,3,4-octadecanetriol	(serum)8Z,11Z,14Z-Eicosatrienoic acid	(serum)Calcitriol	(serum)Choline	(serum)D-(+)-Pipecolinic acid	(serum)Decanoylcarnitine	(serum)Diphenylsulfoxide	(serum)DL-Mandelic acid	(serum)DL-Stachydrine	(serum)Docosahexaenoic Acid	(serum)Hexanoylcarnitine	(serum)Homogentisate	(serum)Kynurenine	(serum)L(+)-Ornithine	(serum)Lauroylcarnitine	(serum)Levothyroxine	(serum)L-Valine	(serum)Methyl indole-3-acetate	(serum)Myristic Acid	(serum)N,N-Dimethyldodecylamine N-oxide	(serum)N,N-Dimethylglycine	(serum)N-Formyl-DL-methionine	(serum)Octanoyl-L-Carnitine	(serum)Oleic acid	(serum)Oleoyl ethanolamide	(serum)Palmitoleic acid	(serum)PC(16:0/0:0)	(serum)Phosphocholine	(serum)raspberry ketone	(serum)Threonine	(serum)Tretinoin	(serum)Ursocholanic Acid	(serum)α-Aspartylphenylalanine
Bacteroides caecimuris	Bacteroides caecimuris	0.91409334241076	0.274671409685401	0.100602631832255	0.118175957013032	0.245265000730777	0.112109291468892	0.86242020456917	0.391096770941896	0.429918785032884	0.307909876180653	0.166699987624945	0.571701238527655	0.679527503169665	0.416774768899138	0.633090681246262	0.845930921228779	0.15173503571673	0.982791768902848	0.456800852639923	0.0291128808659877	0.0625114832796152	0.106252371759346	0.745609480980708	0.286122902914987	0.255137751758957	0.96559026891878	0.879918578878675	0.745609480980708	0.484451661455399	0.829023640531309	0.403833088314712	0.974144528820463	0.497784901927263	0.982791768902848	0.130948069507173	0.199335494617809	0.91409334241076	0.456800852639923	0.27556745095678	0.812182698028059	0.0800193759202747	0.60915800878752	0.217020225759977	0.416774768899138	0.533867048433135	0.118175957013032	0.484451661455399	0.862898073694971	0.245265000730777	0.443261936450183
Blautia luti	Blautia luti	0.391096770941896	0.0279602596510263	0.403833088314712	0.0153173290532817	0.208063463695353	0.00654349014683787	0.352378999454474	0.106252371759346	0.0753623350534836	0.100602631832255	0.0385884529220194	0.00823976871233844	0.168923677557252	0.512840943181826	0.130948069507173	0.429918785032884	0.089913736302639	0.0415214944103185	0.100602631832255	0.00184042485548765	0.0753623350534836	0.378568669662303	0.0708943175492231	0.166699987624945	0.0753623350534836	0.527302354166108	0.137657916347729	0.112109291468892	0.217020225759977	0.182563978573167	0.15173503571673	0.32969829123223	0.469732557172844	0.124454791188834	0.0125930304960941	0.0139059688143628	0.366251460583582	0.0548421197754078	0.0306758950616401	0.106252371759346	0.0139059688143628	0.60915800878752	0.00299286368018598	0.118175957013032	0.29058848944247	0.0201854985098541	0.0260968910527031	0.391096770941896	0.0478559768420606	0.0548421197754078
Bacteroides acidifaciens	Bacteroides acidifaciens	0.1908358740045	0.0158066882441518	0.255137751758957	0.0478559768420606	0.130948069507173	0.0753623350534836	0.119805018884071	0.144586301303347	0.0306758950616401	0.0168314561868934	0.0260968910527031	0.0220341909323653	0.0964925519817922	0.1908358740045	0.235621003512646	0.296904115688764	0.00450843548429422	0.137657916347729	0.089913736302639	9.13597479321015e-05	0.0125930304960941	0.0548421197754078	0.137657916347729	0.33058925941211	0.0102451939411279	0.470531995381542	0.0848687711339349	0.208063463695353	0.26523878689279	0.137657916347729	0.106252371759346	0.476675824398499	0.745176621912518	0.0848687711339349	0.0512655897864915	0.106252371759346	0.512840943181826	0.354147641232921	0.0625114832796152	0.199335494617809	0.00190036772552827	0.563504135774586	0.0102451939411279	0.0358059970520293	0.0198921335249136	0.0753623350534836	0.0139059688143628	0.286122902914987	0.0260968910527031	0.0625114832796152
uncultured Eubacterium sp.	uncultured Eubacterium sp.	0.896985870819554	0.442437665758386	0.144586301303347	0.255137751758957	0.0548421197754078	0.174519008130059	0.728274877728568	0.443261936450183	0.33058925941211	0.680597508286082	0.144586301303347	0.586823664362704	0.786326469839071	0.27556745095678	1	0.498555985524188	0.307909876180653	0.696683109395766	0.633090681246262	0.225326753392867	0.144586301303347	0.0139059688143628	0.443261936450183	0.91409334241076	0.470531995381542	0.354147641232921	0.729194990751066	0.378568669662303	0.27556745095678	0.948402225236522	0.208063463695353	0.939710022323152	0.991380381721317	0.795414501853898	0.664633161792668	0.296904115688764	0.354147641232921	0.982791768902848	0.795414501853898	0.571701238527655	0.416774768899138	0.563504135774586	0.484451661455399	0.586823664362704	0.60915800878752	0.217020225759977	0.403833088314712	0.166699987624945	0.342259528940024	0.1908358740045
Bifidobacterium ruminantium	Bifidobacterium ruminantium	0.571701238527655	0.0580535496581409	0.648795709784666	0.199335494617809	0.226206044935027	0.0548421197754078	0.511326219854204	0.33058925941211	0.0848687711339349	0.217020225759977	0.159105769412195	0.089913736302639	0.238638628357289	0.443261936450183	0.319138785503305	0.896985870819554	0.15173503571673	0.354147641232921	0.296904115688764	0.0561671753873981	0.106252371759346	0.403833088314712	0.0848687711339349	0.0585894753885676	0.0708943175492231	0.429918785032884	0.33058925941211	0.124454791188834	0.174519008130059	0.403833088314712	0.0548421197754078	0.341372294714219	0.512085328993753	0.443261936450183	0.174519008130059	0.0478559768420606	0.778725396245442	0.354147641232921	0.182563978573167	0.106252371759346	0.15173503571673	0.526563052910977	0.112109291468892	0.174519008130059	0.230002980006252	0.1908358740045	0.137657916347729	0.648795709784666	0.33058925941211	0.235621003512646
uncultured Blautia sp.	uncultured Blautia sp.	0.159105769412195	0.0130122431840831	0.296904115688764	0.00823976871233844	0.0708943175492231	0.00512408169875306	0.136105713653281	0.0585894753885676	0.0139059688143628	0.0385884529220194	0.0168314561868934	0.000785441677853611	0.093811385410168	0.354147641232921	0.0512655897864915	0.226206044935027	0.0168314561868934	0.00823976871233844	0.0415214944103185	0.00169653289463572	0.0331699010901058	0.137657916347729	0.0168314561868934	0.235621003512646	0.0260968910527031	0.26523878689279	0.0512655897864915	0.0358059970520293	0.124454791188834	0.0385884529220194	0.0358059970520293	0.158293943667979	0.216146759539985	0.0548421197754078	0.00920177977763475	0.0153173290532817	0.199335494617809	0.0415214944103185	0.0283196712957601	0.0358059970520293	0.00735502885780513	0.42908344267491	0.00258621483336258	0.0385884529220194	0.0892571722151939	0.0240031912007137	0.0125930304960941	0.255137751758957	0.0168314561868934	0.00654349014683787
Alistipes ihumii	Alistipes ihumii	0.0478559768420606	0.185824490844045	0.391096770941896	0.633090681246262	0.307909876180653	0.456800852639923	0.370632257771717	0.0951573665941247	0.217020225759977	0.617523489540143	0.470531995381542	0.0848687711339349	0.0911807984177608	0.602099427786538	0.0331699010901058	0.066611882266889	0.470531995381542	0.0139059688143628	0.066611882266889	0.974144528820463	0.403833088314712	0.762121655996299	0.0848687711339349	0.664633161792668	0.602099427786538	0.0306758950616401	0.0331699010901058	0.089913736302639	0.208063463695353	0.27556745095678	0.33058925941211	0.0681500850864123	0.00902392513944252	0.0848687711339349	0.696683109395766	0.174519008130059	0.0306758950616401	0.166699987624945	0.27556745095678	0.089913736302639	0.633090681246262	0.0425901828134519	0.319138785503305	0.118175957013032	0.409428194878364	0.217020225759977	0.174519008130059	0.27556745095678	0.166699987624945	0.245265000730777
Collinsella aerofaciens	Collinsella aerofaciens	0.33058925941211	0.025754387074545	0.286122902914987	0.118175957013032	0.144586301303347	0.0331699010901058	0.616271161389887	0.0951573665941247	0.0512655897864915	0.0848687711339349	0.0220341909323653	0.0184527180284454	0.0886004157284614	0.556737056176831	0.0800193759202747	0.778725396245442	0.0625114832796152	0.159105769412195	0.0951573665941247	0.0130122431840831	0.0585894753885676	0.235621003512646	0.0512655897864915	0.100602631832255	0.106252371759346	0.182563978573167	0.130948069507173	0.0708943175492231	0.0385884529220194	0.245265000730777	0.0800193759202747	0.279920349686442	0.40297832764889	0.124454791188834	0.174519008130059	0.00450843548429422	0.586823664362704	0.319138785503305	0.0385884529220194	0.0708943175492231	0.0260968910527031	0.24928250596238	0.00920177977763475	0.089913736302639	0.143798117491237	0.0220341909323653	0.0168314561868934	0.118175957013032	0.106252371759346	0.159105769412195
Bacteroides cutis	Bacteroides cutis	0.255137751758957	0.041074783467649	0.0753623350534836	0.0139059688143628	0.307909876180653	0.0848687711339349	0.263447047361335	0.0585894753885676	0.0951573665941247	0.044609296463363	0.33058925941211	0.0331699010901058	0.238638628357289	0.633090681246262	0.217020225759977	0.199335494617809	0.0800193759202747	0.044609296463363	0.00735502885780513	0.011760970883598	0.0331699010901058	0.429918785032884	0.286122902914987	0.199335494617809	0.182563978573167	0.416774768899138	0.0753623350534836	0.378568669662303	0.235621003512646	0.199335494617809	0.296904115688764	0.42908344267491	0.285226087248631	0.0260968910527031	0.0548421197754078	0.0548421197754078	0.118175957013032	0.0153173290532817	0.0478559768420606	0.286122902914987	0.0153173290532817	0.409428194878364	0.0184527180284454	0.0585894753885676	0.415929261274779	0.00735502885780513	0.130948069507173	0.391096770941896	0.0415214944103185	0.0848687711339349
Alistipes senegalensis	Alistipes senegalensis	0.00359617644538398	0.00243851723216142	0.0543240056759699	0.0473735961718799	0.00411738035568087	0.018175123857075	0.0931426404744007	0.00312665637392048	0.00215610396191873	0.0441447742190631	0.00199348577413529	0.000354759007349313	0.00133781304248677	0.220708015504403	0.00411738035568087	0.0236773475803482	0.00807443795290615	9.13597479321015e-05	0.00411738035568087	0.0665163495533947	0.00902392513944252	0.0279602596510263	0.00100494678387464	0.126919076734107	0.0457390744101121	0.00359617644538398	0.000278811844083925	0.000915011267983694	0.0106012347396098	0.0639766697540814	0.0165692907131667	0.00282909201600522	0.0233541657687301	0.0457390744101121	0.285226087248631	0.00312665637392048	0.0190194558338804	0.0247000382613214	0.00411738035568087	0.00439849276122553	0.0217247350674116	0.00986584857156226	0.00602781559390307	0.000615568644065479	0.0170913280261341	0.00902392513944252	0.00143474036993647	0.169753407325675	0.00143474036993647	0.00720175094976222
Slackia isoflavoniconvertens	Slackia isoflavoniconvertens	1	0.0911135101194534	0.251090971137364	0.00694805697960099	0.285542195268127	0.00568375866033827	0.855916839282067	0.146706978607255	0.219206324381512	0.21414255622841	0.150711273437598	0.163140704747717	0.461664370600665	0.980769328160811	0.510346393836852	0.735000087398531	0.267997091415669	0.411084083180704	0.167423542138254	0.0349431199980775	0.110402102676573	0.593129447198299	0.199380043103084	0.0142006187757673	0.256655129416729	0.610279813931623	0.534635720943213	0.219206324381512	0.150711273437598	0.601681456338595	0.256655129416729	0.45864324188674	0.711706785198245	0.542839283174964	0.00530358654995691	0.0127164619309483	0.971156928205189	0.0779732380462115	0.0527442069105685	0.189894982284917	0.103937280023351	0.808906227269382	0.0297084596092231	0.328937713708543	0.832473210807453	0.0158088588392966	0.245598159334698	0.502359605395697	0.245598159334698	0.219206324381512
[Ruminococcus] lactaris	[Ruminococcus] lactaris	0.498555985524188	0.0918457918572557	0.556737056176831	0.00580115047447825	0.391096770941896	0.0102451939411279	0.489920447647565	0.124454791188834	0.15173503571673	0.100602631832255	0.066611882266889	0.0153173290532817	0.295107512568047	0.931234351201881	0.106252371759346	0.712884219214772	0.174519008130059	0.0548421197754078	0.124454791188834	0.0130122431840831	0.245265000730777	0.712884219214772	0.106252371759346	0.174519008130059	0.208063463695353	0.696683109395766	0.235621003512646	0.15173503571673	0.255137751758957	0.106252371759346	0.319138785503305	0.323943941249951	0.476675824398499	0.166699987624945	0.000418117940414996	0.0283196712957601	0.416774768899138	0.0306758950616401	0.0220341909323653	0.130948069507173	0.0306758950616401	0.59378680601684	0.00299286368018598	0.245265000730777	0.519302297016613	0.0306758950616401	0.0708943175492231	0.403833088314712	0.0951573665941247	0.0708943175492231
