id	(faecal)Taurine	(faecal)Lithocholic Acid	(faecal)Biliverdin	(faecal)Cholic acid	(faecal)Gentisic acid	(faecal)3-Dehydrocholic acid	(faecal)Bilirubin	(faecal)D-(+)-Proline	(faecal)Indole	(faecal)Deoxycholic Acid	(faecal)Υ-Aminobutyric acid (GABA)	(faecal)L-Tyrosine	(faecal)Inosine	(faecal)Gly-Val	(faecal)Choline	(faecal)D-(+)-Pyroglutamic Acid	(faecal)α-Linolenic Acid	(faecal)L-Glutamic acid	(faecal)Citrulline	(faecal)D-Glucuronic Acid	(faecal)Oleic acid	(faecal)L-Norleucine	(faecal)Xanthine	(faecal)Creatine	(faecal)Ribose	(faecal)Uracil	(faecal)L-(+)-Citrulline	(faecal)citramalate	(faecal)L-Isoleucine	(faecal)Glucose	(faecal)PC(16:0/0:0)	(faecal)α-Muricholic Acid	(faecal)L(+)-Ornithine	(faecal)Thymine	(faecal)(-)-Riboflavin	(faecal)L(-)-Pipecolinic acid	(faecal)4-aminobutyric acid	(faecal)2-Deoxyadenosine	(faecal)N-Acetyltryptophan	(faecal)4-Phenylbutyric acid	(faecal)beta-Hydroxymyristic acid	(faecal)8-Hydroxyquinoline	(faecal)5-Hydroxyindole-3-acetic acid	(faecal)Ethyl myristate	(faecal)3-Phenyllactic acid	(faecal)Oxypurinol	(faecal)N-Acetyl-DL-aspartic acid	(faecal)N-Tigloylglycine	(faecal)N-Acetyl-L-aspartic acid	(faecal)Urocanic acid
Lachnospiraceae bacterium	Lachnospiraceae bacterium	0.0753623350534836	0.217020225759977	0.0125930304960941	0.245265000730777	0.33058925941211	0.217020225759977	0.226206044935027	0.100602631832255	0.512840943181826	0.1908358740045	0.1908358740045	0.0708943175492231	0.786694014208633	0.0625114832796152	0.0415214944103185	0.166699987624945	0.664633161792668	0.286122902914987	0.235621003512646	0.0848687711339349	0.199335494617809	0.0331699010901058	0.416774768899138	0.182563978573167	0.1908358740045	0.33058925941211	0.199335494617809	0.0625114832796152	0.0478559768420606	0.174519008130059	0.0585894753885676	0.217020225759977	0.255137751758957	0.0385884529220194	0.165877273197386	0.066611882266889	0.391096770941896	0.429918785032884	0.255137751758957	0.378568669662303	0.403833088314712	0.96559026891878	0.931234351201881	0.484451661455399	0.00299286368018598	0.429918785032884	0.044609296463363	0.112109291468892	0.0102451939411279	0.0753623350534836
Mediterraneibacter faecis	Mediterraneibacter faecis	0.0753623350534836	0.27556745095678	0.0113741986426909	0.217020225759977	0.182563978573167	0.112109291468892	0.0585894753885676	0.166699987624945	0.286122902914987	0.33058925941211	0.27556745095678	0.044609296463363	0.462836643549213	0.174519008130059	0.066611882266889	0.27556745095678	0.307909876180653	0.26523878689279	0.0625114832796152	0.0139059688143628	0.112109291468892	0.0153173290532817	0.664633161792668	0.208063463695353	0.174519008130059	0.286122902914987	0.0415214944103185	0.0951573665941247	0.0385884529220194	0.0139059688143628	0.130948069507173	0.286122902914987	0.217020225759977	0.0358059970520293	0.29058848944247	0.0753623350534836	0.403833088314712	0.166699987624945	0.307909876180653	0.470531995381542	0.245265000730777	0.664633161792668	0.512840943181826	0.729194990751066	5.9978574465377e-05	0.602099427786538	0.0625114832796152	0.208063463695353	0.0125930304960941	0.0585894753885676
Odoribacter splanchnicus	Odoribacter splanchnicus	0.000418117940414996	0.00512408169875306	0.0139059688143628	0.00395044897254266	0.0358059970520293	0.0848687711339349	0.100602631832255	0.000785441677853611	0.0358059970520293	0.00299286368018598	0.00450843548429422	0.066611882266889	0.571015781266848	0.0201854985098541	0.0113741986426909	0.00823976871233844	0.226206044935027	0.0585894753885676	0.403833088314712	0.0306758950616401	0.0260968910527031	0.0331699010901058	0.0753623350534836	0.00395044897254266	0.00136331525272719	0.0848687711339349	0.182563978573167	0.00580115047447825	0.00735502885780513	0.319138785503305	0.0102451939411279	0.00161476898606993	0.00920177977763475	0.00190036772552827	0.0268409444196137	0.000200713073324232	0.0331699010901058	0.15173503571673	0.00512408169875306	0.0415214944103185	0.0184527180284454	0.199335494617809	0.296904115688764	0.0512655897864915	0.0201854985098541	0.0625114832796152	0.00580115047447825	0.00450843548429422	0.00299286368018598	0.0168314561868934
Ruminococcus bicirculans	Ruminococcus bicirculans	0.187417731783863	0.115234156162271	0.251552990266395	0.195884142069873	0.375065236242	0.036879648297599	0.362722239733105	0.115234156162271	0.524324327435999	0.400392400275396	0.134548594648049	0.179181965547571	0.896080326856902	0.495450359532311	0.077527200453535	0.155848725260584	0.375065236242	0.293298063028333	0.171175951984002	0.204581906657955	0.467312644206468	0.171175951984002	0.034168138553426	0.615006487406935	0.304307435469146	0.141425387702911	0.0924641835951044	0.148524844747907	0.251552990266395	0.23206767137486	0.0823084663390417	0.678446686329941	0.195884142069873	0.0729392408466441	0.768433265093965	0.148524844747907	0.844853681587023	0.453529963414165	0.0872863854597607	0.467312644206468	0.539026720193219	0.615006487406935	0.553900040754205	0.222673422334491	0.171175951984002	0.0872863854597607	0.187417731783863	0.0492695933839818	0.195884142069873	0.241694267703283
Ruminococcus sp. AM22-13	Ruminococcus sp. AM22-13	0.00450843548429422	0.0800193759202747	0.000642825988627822	0.0478559768420606	0.0708943175492231	0.166699987624945	0.144586301303347	0.0153173290532817	0.245265000730777	0.0283196712957601	0.0548421197754078	0.0283196712957601	0.519302297016613	0.0113741986426909	0.00450843548429422	0.0358059970520293	0.354147641232921	0.0512655897864915	0.100602631832255	0.044609296463363	0.0220341909323653	0.00823976871233844	0.307909876180653	0.0168314561868934	0.0168314561868934	0.144586301303347	0.0708943175492231	0.0113741986426909	0.00344645026182745	0.0848687711339349	0.00920177977763475	0.0168314561868934	0.0625114832796152	0.00222313540999092	0.0395980557151432	0.00450843548429422	0.118175957013032	0.137657916347729	0.0753623350534836	0.112109291468892	0.066611882266889	0.429918785032884	0.456800852639923	0.26523878689279	0.000331668339126921	0.286122902914987	0.0184527180284454	0.0331699010901058	0.00161476898606993	0.00735502885780513
Ruminococcus sp. AM40-10AC	Ruminococcus sp. AM40-10AC	2.84280453485473e-05	0.00299286368018598	0.00512408169875306	0.00114310508680406	0.00344645026182745	0.0331699010901058	0.124454791188834	0.000152674064676699	0.0625114832796152	0.00222313540999092	0.00580115047447825	0.0415214944103185	0.435735756118906	0.0358059970520293	0.00190036772552827	0.00654349014683787	0.182563978573167	0.0220341909323653	0.0951573665941247	0.0260968910527031	0.0102451939411279	0.0201854985098541	0.0585894753885676	0.00920177977763475	8.36658642909169e-05	0.0548421197754078	0.0415214944103185	0.00654349014683787	0.00299286368018598	0.166699987624945	0.00258621483336258	0.00136331525272719	0.00114310508680406	1.86219510986808e-05	0.041074783467649	2.84280453485473e-05	0.0306758950616401	0.0331699010901058	0.00299286368018598	0.0283196712957601	0.00161476898606993	0.089913736302639	0.130948069507173	0.0753623350534836	0.0125930304960941	0.0800193759202747	0.0220341909323653	0.00161476898606993	0.00735502885780513	0.00654349014683787
Slackia isoflavoniconvertens	Slackia isoflavoniconvertens	0.120589876611505	0.322529909163677	0.000782581980381582	0.245598159334698	0.146706978607255	0.120589876611505	0.251090971137364	0.2401767699218	0.671689261741418	0.0589563683655662	0.251090971137364	0.0384428946397995	0.16659983999499	0.00427744279738244	0.0977298534574259	0.20915028902848	0.411084083180704	0.088892823574801	0.262290540197863	0.291531825141309	0.0158088588392966	0.0204122578899267	0.57616799603544	0.171776607806456	0.0977298534574259	0.328937713708543	0.219206324381512	0.0368740964796594	0.054761392443608	0.150711273437598	0.107137283655038	0.0753937955687306	0.448060672699707	0.0633699173924604	0.00465540684073353	0.171776607806456	0.0728733805658498	0.117127970642492	0.389656764412979	0.21414255622841	0.375696604121091	0.463280598930675	0.362000566676409	0.455640577130549	0.00950950187526353	0.68959886460642	0.054761392443608	0.224341624996287	0.0368740964796594	0.0633699173924604
uncultured Blautia sp.	uncultured Blautia sp.	0.000785441677853611	0.0168314561868934	0.000521133700481004	0.0153173290532817	0.0848687711339349	0.159105769412195	0.100602631832255	0.00512408169875306	0.0951573665941247	0.00735502885780513	0.0415214944103185	0.0331699010901058	0.31824499801822	0.00920177977763475	0.00395044897254266	0.0113741986426909	0.296904115688764	0.0478559768420606	0.137657916347729	0.0260968910527031	0.0220341909323653	0.0113741986426909	0.217020225759977	0.00580115047447825	0.00512408169875306	0.100602631832255	0.066611882266889	0.00344645026182745	0.00190036772552827	0.118175957013032	0.00450843548429422	0.00823976871233844	0.0306758950616401	0.00299286368018598	0.0143593660834832	0.000785441677853611	0.044609296463363	0.112109291468892	0.0240031912007137	0.0385884529220194	0.0478559768420606	0.235621003512646	0.307909876180653	0.166699987624945	0.00136331525272719	0.199335494617809	0.0184527180284454	0.0283196712957601	0.00299286368018598	0.00654349014683787
uncultured Collinsella sp.	uncultured Collinsella sp.	0.0260968910527031	0.199335494617809	0.000951362855555507	0.124454791188834	0.066611882266889	0.33058925941211	0.286122902914987	0.0385884529220194	0.416774768899138	0.00823976871233844	0.100602631832255	0.0385884529220194	0.449188744038428	0.000200713073324232	0.0385884529220194	0.0358059970520293	0.391096770941896	0.0478559768420606	0.416774768899138	0.226206044935027	0.0113741986426909	0.0220341909323653	0.456800852639923	0.0153173290532817	0.0184527180284454	0.342259528940024	0.456800852639923	0.00580115047447825	0.0113741986426909	0.366251460583582	0.044609296463363	0.00258621483336258	0.166699987624945	0.0184527180284454	0.000497797379436049	0.0240031912007137	0.0184527180284454	0.15173503571673	0.144586301303347	0.0478559768420606	0.106252371759346	0.456800852639923	0.541935885731317	0.15173503571673	0.0283196712957601	0.484451661455399	0.0125930304960941	0.118175957013032	0.00580115047447825	0.0168314561868934
uncultured Eubacterium sp.	uncultured Eubacterium sp.	0.498555985524188	0.429918785032884	0.0800193759202747	0.602099427786538	0.931234351201881	0.879918578878675	0.845930921228779	0.648795709784666	1	0.319138785503305	0.879918578878675	0.633090681246262	0.0639766697540814	0.286122902914987	0.391096770941896	0.1908358740045	0.416774768899138	0.182563978573167	0.0848687711339349	0.829023640531309	0.307909876180653	0.680597508286082	0.795414501853898	0.403833088314712	0.366251460583582	0.680597508286082	0.255137751758957	0.0625114832796152	0.354147641232921	0.391096770941896	0.33058925941211	0.391096770941896	0.845930921228779	0.664633161792668	0.123706328208118	0.484451661455399	0.403833088314712	0.342259528940024	0.366251460583582	0.15173503571673	0.762121655996299	0.286122902914987	0.403833088314712	0.729194990751066	0.862898073694971	0.862898073694971	0.879918578878675	0.745609480980708	0.91409334241076	0.296904115688764
uncultured Roseburia sp.	uncultured Roseburia sp.	0.27556745095678	0.391096770941896	0.342259528940024	0.286122902914987	0.208063463695353	0.0260968910527031	0.0512655897864915	0.443261936450183	0.089913736302639	0.931234351201881	0.208063463695353	0.226206044935027	0.761715327826085	0.931234351201881	0.403833088314712	0.680597508286082	0.0800193759202747	0.602099427786538	0.208063463695353	0.00512408169875306	0.319138785503305	0.137657916347729	0.470531995381542	0.617523489540143	0.342259528940024	0.342259528940024	0.0585894753885676	0.26523878689279	0.366251460583582	0.00920177977763475	0.712884219214772	0.729194990751066	0.354147641232921	0.15173503571673	0.974144528820463	0.27556745095678	0.648795709784666	0.378568669662303	0.307909876180653	0.931234351201881	0.319138785503305	0.712884219214772	0.429918785032884	0.812182698028059	0.0184527180284454	0.443261936450183	0.0800193759202747	0.342259528940024	0.0951573665941247	0.403833088314712
uncultured Solobacterium sp.	uncultured Solobacterium sp.	0.00654349014683787	0.0800193759202747	0.00344645026182745	0.0358059970520293	0.0478559768420606	0.0548421197754078	0.0625114832796152	0.0113741986426909	0.27556745095678	0.0331699010901058	0.106252371759346	0.00395044897254266	0.371509666939279	0.0201854985098541	0.000785441677853611	0.0153173290532817	0.217020225759977	0.0153173290532817	0.0306758950616401	0.089913736302639	0.0168314561868934	0.00136331525272719	0.137657916347729	0.0331699010901058	0.0260968910527031	0.0306758950616401	0.0113741986426909	0.0306758950616401	0.00161476898606993	0.0306758950616401	0.00136331525272719	0.0708943175492231	0.0331699010901058	0.00136331525272719	0.0892571722151939	0.00654349014683787	0.174519008130059	0.0358059970520293	0.0512655897864915	0.0478559768420606	0.0753623350534836	0.166699987624945	0.15173503571673	0.112109291468892	0.000642825988627822	0.118175957013032	0.0385884529220194	0.0478559768420606	0.00654349014683787	0.00222313540999092
